userId,comment_time,rating_star,has_media,comment_text,productID,helpful_votes
t*****0,2023-06-13 12:29,5,0,"Hàng giao đúnh, đủ, hỗ trợ khách hàng nhanh chóng",716459829.16042134136,0
phonghoa22082012,2022-12-23 07:37,5,1,"Sản phẩm mẫu mã đẹp, chất lượng tốt. Sẽ tiếp tục ủng hộ! Hình ảnh mang tính chất nhận xu ạ!",716459829.16042134136,0
h*****7,2025-11-10 08:18 | Phân loại hàng: New - 180ml,5,1,"Được tặng 1 thỏi son. Sữa dùng rất thích, sạch, mịn",716459829.16042134136,0
mhan777,2023-10-09 13:47,5,0,giao hàng nhanh chất lượng ổn chỉ có điều tích điểm không có quà tặng,716459829.16042134136,0
thaoduongthithanh162,2024-05-09 21:16,5,0,"Sp xịn, da cải thiện rõ rệt, mùi siêu thơm, dễ chịu. Đắt xắt ra miếng nha",716459829.16042134136,0
h*****1,2022-09-19 10:01,5,1,Giao hàng nhanh. Mua đợt sale nên mua được giá rất tốt,716459829.16042134136,0
donnalee969,2024-01-26 16:03,5,0,Whoo is good,716459829.16042134136,1
dutin1905,2025-11-13 19:23 | Phân loại hàng: New - 180ml,5,1,"Mua srm đc tặng thêm 1 hộp srm bé và 1 thỏi son bé. Chưa dùng nên chưa biết có hợp k, bao bì hộp có nhãn phụ đề tiếng việt, tuy nhiên hộp k thấy có tem niêm phong",716459829.16042134136,0
u*****7,2023-09-16 18:14,5,0,Chất lượng tốt,716459829.16042134136,1
emenguyen,2024-06-12 22:44,5,0,hỗ trợ khách hàng tuyệt vời!,716459829.16042134136,0
hacngovan,2025-03-07 15:38,5,0,Đc tặng son mini siêu thích,716459829.16042134136,0
n*****.,2025-10-28 11:09 | Phân loại hàng: New - 180ml,5,0,Dáng mũi theo yêu cầu bạn kh người Indonesia xinh như tỉ tỉ xứ trung bên nhà Hoàng Quốc Thắng😍 #muitrunghoa #suamuihong #nangmuisualai #pttm #nâng_mũi_phong_thuỷ #nâng_mũi_cấu_trúc_đa_tầng,716459829.16042134136,0
phiphihunh,2025-08-27 02:08 | Phân loại hàng: New - 180ml,5,0,"Sữa rửa mặt này thì êm rồi, có cái hay cháy hàng lắm luôn!",716459829.16042134136,0
huyendinhkhoinguyen,2023-06-28 22:07,5,0,"Đã dùng nhiều lần, canh khuyến mãi tặng nhiều là mua thôi. Ổn lắm",716459829.16042134136,0
ngochuynh689,2025-03-01 14:12,4,1,"Không có tem niêm phong hộp giấy và chai,hi vọng hàng chính hãng.",716459829.16042134136,0
lhhoaphatco,2024-01-10 22:44,5,0,"Sản phẩm ổn áp
Phù hợp với nhu cầu
Sẽ tiếp tục ủng hộ shop lâu dài",716459829.16042134136,0
h*****o,2026-03-04 13:43 | Phân loại hàng: New - 180ml,5,0,"￼Xuân Nữ Bổ Huyết Vĩnh Quang chai 280ml Hỗ trợ điều hoà kinh nguyệt, đau bụng kinh, bổ máu cho Phụ Nữ",716459829.16042134136,0
hana7072,2025-02-14 07:37,5,1,"Chưa dùng nên không rõ tác dụng, ảnh và video mang tính chất minh hoạ cho sản phẩm",716459829.16042134136,0
athena39,2024-08-28 23:30,4,0,"Rửa mặt cảm giác hơi căng quá,cấp ẩm ít",716459829.16042134136,0
meomiu_,2024-10-14 14:21,5,0,Hình ảnh và video chỉ mang tính chất lấy xu cảm ơn shop nhiều!,716459829.16042134136,0
dangngothuyha,2024-12-16 17:44,5,1,,716459829.16042134136,0
t*****7,2025-08-07 11:25 | Phân loại hàng: New - 180ml,5,1,,716459829.16042134136,0
7njm_q67ih,2024-08-10 18:42,5,0,Ko thấy ngày sx hay hsd ở đâu,716459829.16042134136,0
ngominh55,2024-04-08 16:50,5,1,Ship hàng nhanh đóng gói cẩn thận hàng cũng đc. hình ảnh mang tính chất nhận xu,716459829.16042134136,0
chipxinh4884,2023-10-12 11:24,5,1,"Shop đóng gói cẩn thận, mà giao hàng hơi lâu. Sẽ quay lại đánh giá chất lượng sau khi sử dụng",716459829.16042134136,0
bqtxdwm9dz,2024-12-30 13:28,5,0,Sai rất thích ah,716459829.16042134136,0
violet240184,2025-07-03 18:24 | Phân loại hàng: New - 180ml,5,1,"Cá nhân mình xài thấy cũng ok, không quá khô và căng da, sạch, mịn, mùi thơm rất nhẹ luôn, khó có thể cảm nhận được nhưng mình cũng không cần sản phẩm quá thơm",716459829.16042134136,0
tuyetngan2603,2026-04-09 19:25 | Phân loại hàng: New - 180ml,5,1,"Whoo thì khỏi phải bàn về chất lượng rồi, cứ hết thì mua lại thôi",716459829.16042134136,0
m*****k,2025-09-24 18:20 | Phân loại hàng: New - 180ml,5,1,"Rất đáng tiềnnn, đắt xắt ra miếnggg
Nên mua nếu da bị mụn nhaaa",716459829.16042134136,0
duongthihoa02,2025-06-20 12:01 | Phân loại hàng: New - 180ml,5,1,"cảm giác sạch và mịn sau khi rửa mặt xong,không khô da.Xứng đánh giá tiền.còn hiệu quả trắng da hay không thì chưa rõ",716459829.16042134136,0
giahan_2708,2025-10-29 15:55 | Phân loại hàng: New - 180ml,5,1,Sửa rửa mặt xài êm lắm bọt nhiều mịn nữa mong sẽ hợp với da mình,716459829.16042134136,0
ngctrnbo837,2025-06-16 18:41 | Phân loại hàng: New - 180ml,5,1,"Sau một thời gian sử dụng sản phẩm, mình cảm thấy khá hài lòng với chất lượng mà nó mang lại. Sản phẩm có thiết kế đơn giản nhưng tinh tế, dễ sử dụng và phù hợp với nhiều nhu cầu khác nhau trong cuộc sống hằng ngày.",716459829.16042134136,0
p*****6,2024-09-24 11:47,5,1,"Omg, xịn tht sự, xịn v, siêu xịn /_>]₫#|}¥00000.,vh",716459829.16042134136,0
mychau07,2025-08-20 21:02 | Phân loại hàng: New - 180ml,5,1,"Giao đủ hàng,đóng gói kỹ lưỡng,giao hàng nhanh chóng,chất lượng sp ổn,hình ảnh chỉ mang tính chất nhận xu",716459829.16042134136,0
thuyhangskincare1703,2025-09-23 14:21 | Phân loại hàng: New - 180ml,5,1,Đã nhận được hàng . Giao hàng nhanh . Còn được tặng quà nữa. Hình ảnh mang tính chất nhận xu,716459829.16042134136,0
quynhngan.dk,2025-04-26 23:36 | Phân loại hàng: New - 180ml,5,1,"Hình ảnh mang tính chất nhận xu
Hàng chính hãng
Nên mua nha cả nhà",716459829.16042134136,0
tuyetkha31121992,2025-10-17 00:33 | Phân loại hàng: New - 180ml,5,0,Da mua rat nhieu lan,716459829.16042134136,0
lebuilinhkt,2025-01-08 18:58,5,1,Ok,716459829.16042134136,0
glibcub,2025-06-07 01:48 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
thuylinh48_,2024-03-05 13:58,5,1,,716459829.16042134136,0
btktrang1989,2025-04-23 03:23,5,0,,716459829.16042134136,0
charmiehuynh,2025-02-24 10:59,5,0,,716459829.16042134136,0
linhdang.alin,2025-04-08 10:07,5,0,,716459829.16042134136,0
binvan74,2025-05-08 15:49 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
nguyen_nhung96hehe,2025-05-25 13:30 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
cherryclothingstore,2025-10-17 23:29 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
cherryclothingstore,2025-10-23 19:38 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
b*****5,2025-10-24 13:21 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
seoboeun,2025-11-11 22:39 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
hanhdo8085,2026-03-08 23:43 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
daitranguyen,2026-03-18 14:55 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
trang.banhmi,2025-10-01 16:55 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
v*****7,2025-05-07 14:57 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
loc_hong,2026-03-26 22:04 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
nguyentra.,2025-10-09 13:40 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
bu31418,2025-06-01 23:10 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
p*****1,2025-03-16 16:39,5,0,,716459829.16042134136,0
p*****1,2026-03-06 15:00 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
lucy88899,2025-03-07 09:25,5,0,,716459829.16042134136,0
cabulo18,2025-04-08 13:44,5,0,,716459829.16042134136,0
nnguyennga15,2025-05-30 08:47 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
khiethan.0209,2026-03-12 16:46 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
lethikimbang,2025-10-03 09:34 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
thoa1604,2026-03-26 09:09 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
toc2212,2025-10-05 14:22 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
kemsuri9947,2026-03-30 10:54 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
chanchan1401,2025-06-09 21:23 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
dau1320,2025-05-26 06:31 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
myle3110,2025-05-15 12:54 | Phân loại hàng: New - 180ml,5,0,,716459829.16042134136,0
xrjechuteu913,2024-04-01 15:51 | Phân loại hàng: Củ 35W - G35 Đen,5,0,"shop đóng gói hàng cẩn thận,hàng mua bên shop dùng khá ok và giá hợp lý,chuẩn bị hàng và giao hàng nhanh,mình sẽ quay lại mua thêm. 5 sao",937505952.25321545981,0
v.m.h.22,2025-01-02 16:17 | Phân loại hàng: Củ 35W - G35 Vàng,5,1,"Sạc nhanh chuẩn, vật liệu chắc chắn, mình đã xài cái màu đen rồi thấy tốt và bền nên mua thêm cho người nha",937505952.25321545981,0
dfpsmaicao,2024-04-18 18:11 | Phân loại hàng: Củ 35W - G35 Vàng,5,1,"chuẩn chính hãng nên dùng rất yên tâm nha ae, shop giao đủ hàng đúng mẫu nên mua nha ae",937505952.25321545981,0
tranngohuynhhuyen,2025-10-20 11:31 | Phân loại hàng: Củ 35W - G35 Đen,5,1,"Cục sạc đẹp, giao hàng nhanh. Sẽ quay lại ủng hộ shop. Lakahqnz jsjamqp hzhzzbal lala ậbakanaj",937505952.25321545981,0
onzuthanhhdatt931,2024-04-26 16:49 | Phân loại hàng: Củ 35W - G35 Đen,5,1,,937505952.25321545981,0
maiphuongalex,2026-01-01 20:08 | Phân loại hàng: BỘ TYPE-C CHO 15->16,5,1,"Ok, mà ở hà nội ship vào sài gòn hơi lâu á. Chất lượng cũng ok. Thích xài basus bền",937505952.25321545981,0
wzsothuyhua884,2024-04-24 17:02 | Phân loại hàng: Củ 35W - G35 Vàng,5,1,"tốc độ sạc ổn lắm nha, dùng hàng chính hãng nên an tâm, giá shop bán tới khách hàng rất hợp lý nha",937505952.25321545981,0
kkystatinh,2024-04-24 13:14 | Phân loại hàng: Củ 35W - G35 Đen,5,0,"hàng xịn dùng thích thật đấy,giá hợp lý,tặng shop 5 sao",937505952.25321545981,0
osmwhoangpj576,2024-04-20 17:15 | Phân loại hàng: Củ 35W - G35 Đen,5,1,"chất lượng tốt nha, shop giao hàng nhanh đóng gói rất cẩn thận nha",937505952.25321545981,0
hturdonhuthai,2024-04-16 13:55 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,"shop tl tin nhắn nhanh,tư vấn nhanh,hàng ok lắm nha mn,nên mua nhé mn ơi",937505952.25321545981,0
qgsdphongdan619,2024-04-14 16:03 | Phân loại hàng: Củ 35W - G35 Đen,5,1,"kiểu dáng đẹp, chất lượng ổn sạc rất nhanh nha",937505952.25321545981,0
e*****5,2025-10-17 13:11 | Phân loại hàng: Củ 35W - G35 Đen,5,1,Sạc nhanh giá rẻ oki nha giao hàng nhanh cẩn thận shop sp tốt nư,937505952.25321545981,0
qmzobanduclanh477,2024-04-28 14:36,5,0,"hàng giao nhanh,dùng thử mấy ngày rồi thấy ok lắm nhé,nên mua nha mn",937505952.25321545981,0
hsvstrelang,2024-04-28 14:33,5,0,"mua lần 2 của shop rồi ,hàng ok dùng siêu ưng",937505952.25321545981,0
v*****9,2024-06-09 12:48 | Phân loại hàng: Củ 35W - G35 Đen,5,0,"Chất lượng sản phẩm tuyệt vời 
Giao hàng nhanh
Đúng với mô tả aaassa",937505952.25321545981,0
afatdoanhoa,2024-04-27 14:38 | Phân loại hàng: Củ 35W - G35 Đen,5,0,"giá rẻ,dùng thấy ok lắm nha",937505952.25321545981,0
thnslamthuong739,2024-04-15 12:26 | Phân loại hàng: Củ 35W - G35 Đen,5,0,"dùng ổn áp lắm,đáng đồng tiền bỏ ra mua. sẽ ủng hộ dài dài",937505952.25321545981,0
eutqnhantran,2024-04-22 13:21 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,"hàng giá rẻ,dùng ổn,sẽ ủng hộ shop dài dài",937505952.25321545981,0
lxaxtiendoanh,2024-04-21 13:47 | Phân loại hàng: Củ 35W - G35 Đen,5,0,"shop bán hàng chất lượng ok,dùng thích lắm",937505952.25321545981,0
uxakbuiluc788,2024-04-20 11:10 | Phân loại hàng: Củ 35W - G35 Đen,5,0,chất lượng ổn giá phù hợp nha,937505952.25321545981,0
yjhctadao944,2024-04-16 13:52 | Phân loại hàng: Củ 35W - G35 Đen,5,0,"giá rẻ,dùng ok,sẽ mua thêm",937505952.25321545981,0
l*****0,2025-10-16 18:14 | Phân loại hàng: Củ 35W - G35 Đen,5,0,"Sạc nhanh tiện lợi, rút ngắn thời gian nạp pin, tương thích nhiều thiết bị, an toàn khi sử dụng.",937505952.25321545981,0
aszcquynhdoan,2024-04-21 20:33 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
tqnbvuquang103,2024-04-25 14:50 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,"mua mấy sản phẩm của shop rồi,rất yên tâm về chất lượng,sẽ ủng hộ dài dài",937505952.25321545981,0
ovhgksorchun567,2024-04-25 14:44 | Phân loại hàng: Củ 35W - G35 Đen,5,0,"hàng giống ảnh và mô tả,giá hợp lý.dùng ok",937505952.25321545981,0
jbhohungduong,2024-04-23 15:06 | Phân loại hàng: Củ 35W - G35 Đen,5,0,,937505952.25321545981,0
t*****n,2025-11-12 23:42 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,Cái đường cơ này chính là cái đường cơ chuẩn chỉ nhất mà anh em học.,937505952.25321545981,0
v*****2,2026-01-13 10:37 | Phân loại hàng: COMBO SẠC CHO 8->14,1,0,"đặt củ đen giao củ vàng, hỏi thì bảo hết kêu khách nhận, hết không biết đường gọi báo khách trước. chưa trả hàng là may.",937505952.25321545981,0
hqfoxuahoai,2024-04-15 17:13 | Phân loại hàng: Củ 35W - G35 Vàng,5,1,,937505952.25321545981,0
zhbvloctan968,2024-04-23 14:59 | Phân loại hàng: Củ 35W - G35 Vàng,5,1,"giá khá rẻ hơn so với nhiều shop, tốc độ sạc nhanh nói chung là ổn, đóng gói cẩn thận nhé.",937505952.25321545981,0
lwmbbieuphan,2024-04-27 17:12 | Phân loại hàng: Củ 35W - G35 Vàng,5,1,,937505952.25321545981,0
pvggvohungem959,2024-04-22 13:17 | Phân loại hàng: Củ 35W - G35 Đen,5,0,"ok lắm luôn,sẽ mua thêm",937505952.25321545981,0
eohsnguyentai,2024-04-17 17:18 | Phân loại hàng: Củ 35W - G35 Vàng,5,1,"chất lượng rất ok, ổn trong tầm giá nên mua nha ae.",937505952.25321545981,0
ooxplovanthai554,2024-04-18 10:22 | Phân loại hàng: Củ 35W - G35 Đen,5,0,"ok,sẽ quay lại mua thêm shop nhé",937505952.25321545981,0
linh14567890,2026-03-17 21:22 | Phân loại hàng: COMBO SẠC CHO 8->14,3,1,Shop giao sai màu cho mình đặt màu đen nhưng giao màu vàng,937505952.25321545981,0
vudong3939,2026-01-12 07:23 | Phân loại hàng: BỘ TYPE-C CHO 15->16,5,0,,937505952.25321545981,0
y*****8,2026-02-26 12:29 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
vinhnguyen.1990,2026-03-10 20:17 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
dientivuque84,2026-01-19 13:48 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
ducanh4800,2026-03-22 11:23 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
duyyenpham,2025-11-25 07:56 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
chienthao6789,2025-06-20 10:20 | Phân loại hàng: Củ 35W - G35 Đen,5,0,,937505952.25321545981,0
s*****7,2025-10-13 11:37 | Phân loại hàng: Củ 35W - G35 Đen,5,0,,937505952.25321545981,0
tuan982004,2025-11-13 18:26 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
thutran_1992,2026-03-16 06:59 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
nguyenlong031192,2025-02-04 17:38 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
1*****5,2025-09-15 14:03 | Phân loại hàng: BỘ TYPE-C CHO 15->16,5,0,,937505952.25321545981,0
thanhtong0803,2025-12-13 11:42 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
nguyeenvaankhaanh,2025-12-15 23:01 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
816ae1knw2,2025-01-13 12:33 | Phân loại hàng: Củ 35W - G35 Đen,5,0,,937505952.25321545981,0
manhphuc134,"2025-05-01 07:02 | Phân loại hàng: Củ 35W - G35 Vàng, RIÊNG DÂY 60W CS61C",5,0,,937505952.25321545981,0
hoanggiang_kemboo,2025-07-23 08:48 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
long19092004,2025-09-04 13:57 | Phân loại hàng: Củ 35W - G35 Đen,5,0,,937505952.25321545981,0
hoanggiang_kemboo,2025-09-05 11:22 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
baembebo,2025-12-29 11:49 | Phân loại hàng: COMBO SẠC CHO 8->14,5,0,,937505952.25321545981,0
asmodues_1611,2026-01-23 09:07 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
i6wj7x159e,2026-03-20 22:25 | Phân loại hàng: BỘ TYPE-C CHO 15->16,5,0,,937505952.25321545981,0
vjhnacwuhp,2024-06-28 21:51 | Phân loại hàng: Củ 35W - G35 Vàng,4,0,,937505952.25321545981,0
pandazes,2024-06-08 18:25 | Phân loại hàng: Củ 35W - G35 Đen,5,0,,937505952.25321545981,0
nguyenlinh.moc,2024-06-04 09:51 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
cuongnghiemquoc,2024-04-21 13:10 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
lrfkluonghon,2024-05-02 14:03,5,0,,937505952.25321545981,0
hruwbothoi,2024-05-02 14:00,5,0,,937505952.25321545981,0
nzxihuongquetv892,2024-04-26 17:41 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
hxukjimmihip,2024-04-20 17:10 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
ldqttrieuyen,2024-04-20 11:07 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
vcxmluonthieu842,2024-04-17 17:13 | Phân loại hàng: Củ 35W - G35 Đen,5,0,,937505952.25321545981,0
idsrlamhongtra,2024-04-14 15:49 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
bktahungnong,2024-04-04 13:33 | Phân loại hàng: Củ 35W - G35 Vàng,5,0,,937505952.25321545981,0
ewbmphatha,2024-04-04 13:28 | Phân loại hàng: Củ 35W - G35 Đen,5,0,,937505952.25321545981,0
o*****6,2024-03-25 19:54,5,1,,937505952.25321545981,4
m*****u,2024-03-21 16:27,5,1,Hàng tốt nha mn sạc vào nhanh . Chất lượng ngoài mong đợi ..... lên mua nhé mn . Sau sẽ ủng hộ sốp dài dài,937505952.25321545981,0
v*****7,2025-05-09 13:04,5,1,Con hàng ok đẹp zin nét. Nhưng chưa cắm thử nên chưa biết dùng ok hay k .,937505952.25321545981,1
4*****h,2025-03-18 10:44,5,1,"Sản phẩm đẹp giá cả phải chăng, sạc vào nhanh, ko nóng máy, sản phẩm này sẽ được nhiều người lựa chọn, không biết viết đến đây được 200 xu chưa, nếu chưa mình viết tiếp",937505952.25321545981,0
o*****9,2024-03-15 15:28,5,1,"chất lượng rất tuyệt vời nha các men. sạc nhanh. kiểu dáng đẹp đặc biệt giá tiền thì rẻ so với nhiều hãng khác, chất lường tốt nên mua nha",937505952.25321545981,4
c*****o,2024-03-21 16:03,5,1,"Hàng siêu xịn, nhỏ xinh, cho vào túi mang đi lại rất tiện, đầu cắm rất chặt ko bị lỏng lẻo mình rất rất hài lòng",937505952.25321545981,2
s*****6,2024-11-08 13:53,5,1,,937505952.25321545981,0
x*****k,2025-03-24 18:36,5,1,"cực kì ưng ý với chất lượng của bộ củ cáp sạc này của basefast ạ, kiểu dáng đẹp mà sạc lại nhanh nữa, nhìn vỏ hộp cũng đã thấy xịn xò rồi ạ, 5 sao nha",937505952.25321545981,0
r*****7,2024-05-06 18:02,5,1,,937505952.25321545981,0
n*****p,2025-01-04 08:12,5,1,"- Sản phẩm đã có đủ những chứng chỉ tiêu chuẩn về an toàn như FCC, 3C, CF, RoSH.
- Củ sạc nhanh 2 cổng 35W Basefast sử dụng công nghệ GAN chống cháy nổ, chống quá tải nhiệt tối đa.
- Sản phẩm có lớp vỏ làm bằng nhựa Policarbonate giúp chịu nhiệt và chống cháy.
- Công nghệ sạc PPS giúp cho công suất sạc luôn ổn định không lo giảm tuổi thọ của pin điện thoại.
- Cốc sạc nhanh basefast với 2 cổng sạc nhanh 35W USB-C và USB-A có khả năng tương thích với nhiều dòng máy điện thoại, máy tính bảng của iP, Samsung, Xiaomi, Oppo, Huawei...",937505952.25321545981,1
m*****b,2025-01-28 11:53,5,1,"Sau 1 tuần sử dụng mình thấy bộ sạc này dùng rất tốt, sạc nhanh và ổn định, hình thức rất đẹp và bền, dây cáp chắc chắn , đáng dùng nhé",937505952.25321545981,1
n*****p,2024-12-19 19:17,5,1,"- Sản phẩm đã có đủ những chứng chỉ tiêu chuẩn về an toàn như FCC, 3C, CF, RoSH.
- Củ sạc nhanh 2 cổng 35W Basefast sử dụng công nghệ GAN chống cháy nổ, chống quá tải nhiệt tối đa.
- Sản phẩm có lớp vỏ làm bằng nhựa Policarbonate giúp chịu nhiệt và chống cháy.
- Công nghệ sạc PPS giúp cho công suất sạc luôn ổn định không lo giảm tuổi thọ của pin điện thoại.
- Cốc sạc nhanh basefast với 2 cổng sạc nhanh 35W USB-C và USB-A có khả năng tương thích với nhiều dòng máy điện thoại, máy tính bảng của iP, Samsung, Xiaomi, Oppo, Huawei...",937505952.25321545981,0
o*****2,2024-03-18 15:31,5,1,"thiết kế đẹp, độ hoàn thiện cao, thấy có đủ các chứng chỉ quốc tế, test 1 tuần thấy tốc độ sạc nhanh, k bị nóng trong quá trình sạc, giá rẻ, hài lòng nha",937505952.25321545981,3
