userId,comment_time,rating_star,has_media,comment_text,productID,helpful_votes
dinhzung91,2025-04-20 21:15 | Phân loại hàng: Trắng,5,0,"TẶNG VOUCHER 251K cho khách mới, vào bit.ly/fake-sale nhập mã SPAM7271",928285061.277184,0
zh_studio,2025-12-03 10:26 | Phân loại hàng: Trắng,5,1,Độ sáng cũng ổn chất lượng tốt,928285061.277184,0
j*****1,2025-12-28 18:52 | Phân loại hàng: Trắng,5,1,Mình sử dụng sản phẩm này khá là ok có thể mua dùng thử sử dụng cũng khá lâu,928285061.277184,0
thu.ha.777,2025-12-16 16:01 | Phân loại hàng: Trắng,5,1,"Đẹp, các thông số đều như hãng đã ghi trên bao bì. Bật ánh sáng to nhất dùng đc đúng 4 tiếng sẽ hết pin",928285061.277184,0
troicon6789,2025-08-04 21:45 | Phân loại hàng: Trắng,5,0,Ok,928285061.277184,0
hendry.zhg,2025-01-03 19:36 | Phân loại hàng: Xám,5,1,"Đèn ok nha, nhiều độ sáng, cảm ứng nhạy.",928285061.277184,0
cnduy1192,2025-07-03 14:00 | Phân loại hàng: Trắng,5,0,"Cần cộng tác viên bán áo thun, hoa hồng cao, ib ngay 0901234567 *** HOT *** MÃ DEAL24544",928285061.277184,0
longlongvn,2025-07-12 16:18 | Phân loại hàng: Trắng,5,0,"Bạn đã được chọn nhận quà, xác nhận thông tin tại www.example.com/flash hoặc gọi 0876543210",928285061.277184,0
t*****n,2025-06-03 12:39 | Phân loại hàng: Xám,5,0,MUA 1 TẶNG 1 áo thun chỉ hôm nay inbox liền https://example.com/deal SỐ LƯỢNG CÓ HẠN,928285061.277184,0
hieuanthyy,2026-01-03 08:41 | Phân loại hàng: Trắng,5,0,"Ai cần giày sneaker giá rẻ thì inbox liền, Zalo 0912345678, ship COD toàn quốc!",928285061.277184,0
moomomol,2025-12-02 01:38 | Phân loại hàng: Xám,5,0,"Mua hàng nhận quà miễn phí miễn phí miễn phí, inbox liền, link: https://example.com/deal",928285061.277184,0
jorge_nguyen,2025-11-27 23:30 | Phân loại hàng: Xám,5,0,Đừng bỏ lỡ ƯU ĐÃI ĐỘC QUYỀN tai nghe ship COD toàn quốc DEAL HOT https://example.com/freeship !!!! nhanh tay nhanh tay,928285061.277184,0
ngocchaa6769,2025-11-17 16:16 | Phân loại hàng: Trắng,5,0,"Ai cần giày sneaker giá rẻ thì liên hệ ngay, Zalo 0899999999, bảo hành 12 tháng!",928285061.277184,0
phamthanhthuantg,2025-07-18 10:55 | Phân loại hàng: Xám,5,0,"Kho mới về kem dưỡng siêu rẻ siêu đẹp, FLASH SALE, click ngay kẻo hết hàng",928285061.277184,0
will142,2025-10-16 13:40 | Phân loại hàng: Trắng,5,0,"kem dưỡng chính hãng giá hủy diệt, số lượng có hạn, gọi 0912345678 hoặc nhắn Zalo",928285061.277184,0
mr1941993,2025-11-22 22:59 | Phân loại hàng: Trắng,5,0,"Khuyến mãi khuyến mãi khuyến mãi, mua ngay mua ngay mua ngay, www.example.com/flash",928285061.277184,0
h*****q,2025-07-13 21:12 | Phân loại hàng: Trắng,5,0,"Ai cần giày sneaker giá rẻ thì nhắn Zalo, Zalo 0901234567, bảo hành 12 tháng!",928285061.277184,0
h*****q,2025-07-16 18:04 | Phân loại hàng: Trắng,5,0,"việc nhẹ lương cao tại nhà, không cần vốn, liên hệ 0901234567 để được hướng dẫn ngay!!!",928285061.277184,0
antran.1995,2025-11-27 14:05 | Phân loại hàng: Xám,5,0,FLASH SALE mỹ phẩm chỉ hôm nay click ngay https://example.com/freeship SỐ LƯỢNG CÓ HẠN MÃ DEAL25886,928285061.277184,0
ngantuan2206,2025-07-12 23:11 | Phân loại hàng: Xám,5,0,"ORDER NGAY ĐỒNG HỒ GIÁ SỈ, IB NHANH, DEAL HOT 18K !!!",928285061.277184,0
tna310,2025-05-31 01:41 | Phân loại hàng: Trắng,5,0,"Hỗ trợ vay mua hàng trả góp 0%, duyệt nhanh trong 5 phút, liên hệ 0901234567",928285061.277184,0
tranminhtai296,2025-06-09 07:14 | Phân loại hàng: Trắng,5,0,FLASH SALE mỹ phẩm chỉ hôm nay click ngay www.example.com/flash SỐ LƯỢNG CÓ HẠN,928285061.277184,0
phuongtran_97,2025-10-02 10:32 | Phân loại hàng: Trắng,5,0,"đăng ký nhận quà tại nhà, không cần vốn, liên hệ 0876543210 để được hướng dẫn ngay!!!",928285061.277184,0
hueduong2010,2025-06-09 11:09 | Phân loại hàng: Xám,5,0,"Khuyến mãi khuyến mãi khuyến mãi, mua ngay mua ngay mua ngay, https://example.com/freeship",928285061.277184,0
quangvdict,2025-05-11 23:51 | Phân loại hàng: Xám,5,0,"ORDER NGAY GIÀY SNEAKER GIÁ SỈ, IB NHANH, DEAL HOT 23K !!! MÃ DEAL36895",928285061.277184,0
phongkham92,2026-04-08 09:15 | Phân loại hàng: Xám,5,0,"nước hoa chính hãng giá hủy diệt, số lượng có hạn, gọi 0987654321 hoặc inbox liền",928285061.277184,0
thanhthuc321,2025-10-01 11:21 | Phân loại hàng: Trắng,5,0,"Hỗ trợ vay mua hàng trả góp 0%, duyệt nhanh trong 5 phút, liên hệ 0901234567",928285061.277184,0
maitrongtai92,2025-04-09 17:10 | Phân loại hàng: Trắng,5,0,"TẶNG VOUCHER 219K cho khách mới, vào bit.ly/fake-sale nhập mã SPAM3100 MÃ DEAL97988",928285061.277184,0
anhnguyet100706,2026-04-10 13:59 | Phân loại hàng: Xám,5,0,"mỹ phẩm chính hãng giá hủy diệt, số lượng có hạn, gọi 0901234567 hoặc nhắn Zalo",928285061.277184,0
seobojun,2025-09-29 10:11 | Phân loại hàng: Trắng,5,0,"Nhóm săn mã giảm giá mới mở, tham gia tại www.example.com/flash, số lượng slot giới hạn!!!",928285061.277184,0
nguyenvyhanh,2025-07-20 10:39 | Phân loại hàng: Xám,5,0,"Cần cộng tác viên bán giày sneaker, hoa hồng cao, ib ngay 0912345678 *** HOT ***",928285061.277184,0
kevinpham0908,2025-04-29 15:42 | Phân loại hàng: Trắng,5,0,Đừng bỏ lỡ FREESHIP TOÀN QUỐC giày sneaker ship COD toàn quốc *** HOT *** bit.ly/fake-sale,928285061.277184,0
dovanducart,2025-12-18 12:26 | Phân loại hàng: Trắng,5,0,"Mã giảm giá 380K, SALE SỐC, nhận tại https://example.com/deal",928285061.277184,0
lamho_86,2025-01-26 06:35 | Phân loại hàng: Xám,5,0,"Mã giảm giá 385K, MUA 1 TẶNG 1, nhận tại www.example.com/voucher sạc nhanh kem dưỡng kem dưỡng",928285061.277184,0
se7enmoons,2025-09-27 10:54 | Phân loại hàng: Xám,5,0,"Ai cần đồng hồ giá rẻ thì liên hệ ngay, Zalo 0876543210, bảo hành 12 tháng!",928285061.277184,0
to_nnd,2025-04-12 10:59 | Phân loại hàng: Xám,5,0,"Mua hàng nhận quà miễn phí miễn phí miễn phí, liên hệ ngay, link: www.example.com/voucher",928285061.277184,0
mrtuangm,2025-11-14 19:36 | Phân loại hàng: Trắng,5,0,"Mua hàng nhận quà miễn phí miễn phí miễn phí, liên hệ ngay, link: https://example.com/freeship",928285061.277184,0
nguyenvuviet2005,2026-04-10 11:08 | Phân loại hàng: Xám,5,0,"nhận hoa hồng tại nhà, không cần vốn, liên hệ 0899999999 để được hướng dẫn ngay!!!",928285061.277184,0
z*****n,2025-01-20 12:36 | Phân loại hàng: Xám,5,0,"Mã giảm giá 559K, FLASH SALE, nhận tại https://example.com/deal",928285061.277184,0
danielkoh782,2025-05-22 18:09 | Phân loại hàng: Xám,5,0,"Mua hàng nhận quà miễn phí miễn phí miễn phí, liên hệ ngay, link: https://example.com/freeship",928285061.277184,0
jollie_ww,2025-08-31 20:46 | Phân loại hàng: Trắng,5,0,GIẢM GIÁ 70% giày sneaker chỉ hôm nay liên hệ ngay https://example.com/deal DEAL HOT,928285061.277184,0
l*****e,2025-09-11 15:46 | Phân loại hàng: Xám,5,0,"Mã giảm giá 304K, ƯU ĐÃI ĐỘC QUYỀN, nhận tại bit.ly/fake-sale",928285061.277184,0
s*****7,2025-09-10 11:39 | Phân loại hàng: Xám,5,0,"Khuyến mãi khuyến mãi khuyến mãi, mua ngay mua ngay mua ngay, https://example.com/deal",928285061.277184,0
vn8808_97015,2025-09-19 14:38 | Phân loại hàng: Xám,5,0,"Mã giảm giá 387K, ƯU ĐÃI ĐỘC QUYỀN, nhận tại https://example.com/freeship",928285061.277184,0
tam797980,2025-09-21 19:51 | Phân loại hàng: Xám,5,0,"Khuyến mãi khuyến mãi khuyến mãi, mua ngay mua ngay mua ngay, www.example.com/flash",928285061.277184,0
thaoquynh0398,2025-09-17 13:47 | Phân loại hàng: Xám,5,0,"ORDER NGAY ĐÈN LED GIÁ SỈ, IB NHANH, DEAL HOT 27K !!!",928285061.277184,0
lethanhduynd,2025-09-18 13:10 | Phân loại hàng: Trắng,5,0,"Cần cộng tác viên bán nước hoa, hoa hồng cao, ib ngay 0876543210 *** HOT ***",928285061.277184,0
cafedenda11188,2025-09-22 15:35 | Phân loại hàng: Xám,5,0,"ORDER NGAY MỸ PHẨM GIÁ SỈ, IB NHANH, DEAL HOT 84K !!! !!!! nhanh tay nhanh tay",928285061.277184,0
heimatland869,2025-10-03 16:25 | Phân loại hàng: Trắng,5,0,"TẶNG VOUCHER 79K cho khách mới, vào www.example.com/flash nhập mã SPAM7761",928285061.277184,0
k4s0q22hkd,2025-12-02 13:37 | Phân loại hàng: Xám,5,0,"Bạn đã được chọn nhận quà, xác nhận thông tin tại www.example.com/voucher hoặc gọi 0933333333",928285061.277184,0
tri_nguyen_999,2025-12-18 01:44 | Phân loại hàng: Trắng,5,0,"hoàn tiền cực lớn tại nhà, không cần vốn, liên hệ 0899999999 để được hướng dẫn ngay!!!",928285061.277184,0
otc6f1hd4a,2026-04-08 20:12 | Phân loại hàng: Xám,5,0,"Ai cần đồng hồ giá rẻ thì đặt hàng ngay, Zalo 0933333333, cam kết chính hãng! MÃ DEAL31679 tai nghe sạc nhanh áo thun",928285061.277184,0
dekhingualon,2026-04-08 22:29 | Phân loại hàng: Xám,5,0,"Cần cộng tác viên bán tai nghe, hoa hồng cao, ib ngay 0933333333 *** HOT ***",928285061.277184,0
j*****m,2024-12-10 15:16 | Phân loại hàng: Trắng,5,0,"TẶNG VOUCHER 394K cho khách mới, vào bit.ly/fake-sale nhập mã SPAM1356",928285061.277184,0
w*****g,2024-12-07 11:51,5,1,"nhỏ gọn và tiện dụng, phù hợp cho nhiều mục đích sử dụng như học tập, làm việc hoặc trang trí. Ánh sáng LED dịu mắt, không nhấp nháy, giúp bảo vệ thị lực khi sử dụng lâu dài. Sản phẩm thường tích hợp nhiều mức điều chỉnh độ sáng hoặc nhiệt độ màu, mang lại sự linh hoạt trong từng hoàn cảnh sử dụng.

Độ bền cao nhờ chất liệu tốt, đi kèm với khả năng tiết kiệm điện, làm tăng thêm giá trị. Một số mẫu đèn Baseus còn được trang bị pin sạc tích hợp hoặc kết nối USB, rất tiện lợi khi di chuyển.",928285061.277184,0
t*****5,2025-04-17 17:45,5,1,"Mình sử dụng thấy ánh đèn cũng dịu mắt, dùng để hỗ trợ sáng màn hình máy tính cũng ok lắm.",928285061.277184,0
k*****8,2024-03-16 11:31,5,1,Đèn đẹp . Độ sáng đủ dùng . Đương nhiên là k đc sáng bằng đèn cắm điện trực tiếp đc . Nhưg vs giá này thì ok r,928285061.277184,2
t*****t,2023-09-08 22:14,5,1,"Màu sắc và kiểu dáng hiện đại, nhìn đẹp, có 3 mức sáng để sử dụng,",928285061.277184,1
v*****3,2025-07-15 20:09,5,1,"Sản phẩm đẹp, nhỏ gọn, nhìn xịn sò, phù hợp giá tiền. Nên mua nhé mn.",928285061.277184,1
v*****g,2023-06-15 22:20,5,1,Đèn để bàn làm viễ học tập màu xám. Đèn chắc chắn nhiều chế độ đèn khác nhau.,928285061.277184,1
t*****8,2022-09-02 18:32,5,1,"Đèn có nhiều chế độ chiếu sáng, thiết kế sang trọng, gọn gàng chắc chắn.",928285061.277184,0
c*****i,2023-11-15 20:43,5,1,Sp cảm ứng. Dùng đọc sách thoải mái. Rất tuyệt. Đế nặng ko bị đổ,928285061.277184,0
q*****h,2022-02-22 14:37,5,1,"Đèn đẹp, sáng lắm. Mẫu mã nhỏ gọn. Mình rất thích. Để xem dùng lâu thì tnao.",928285061.277184,0
k*****1,2024-12-05 10:17 | Phân loại hàng: Xám,5,1,"Đèn ở bên ngoài nhìn đẹp lắm , đúng tiền nào của nấy",928285061.277184,0
p*****r,2022-08-30 17:46,5,1,"Đèn đẹp, cứng cáp ... hàng Baseus lúc nào cũng chất như nước cất",928285061.277184,0
k*****k,2025-07-04 21:21 | Phân loại hàng: Xám,5,1,"Đèn đẹp , chắc chắn xịn xò , dùng để đọc sách y bài",928285061.277184,1
h*****5,2025-04-28 19:48,5,1,"Đã mua một cái và tặng, cái này cái thứ hai. Tiện lợi, mang đi đâu cũng chỉ cần sạc dự phòng là có thể sử dụng",928285061.277184,0
h*****h,2024-04-11 19:40,5,1,"Đèn ok nhé ak, tăng giảm ánh sáng tốt, pin ổn, k bị vướng dây. Rất ổn nhé. Nên mua ạ",928285061.277184,0
iphonehakuna95,2026-01-10 17:44 | Phân loại hàng: Đèn Cực Quang,5,1,Shop nhiệt tình. M có đặt 1 lần nhưng do vận chuyển bị vỡ nên shop hoàn và đặt lại cái mới,1405434959.265878,0
y*****8,2026-03-19 10:05 | Phân loại hàng: Đèn Cực Quang,5,0,"Mua ghế làm việc🪑 Ngồi học thoải mái với ghế MUJI ✨

✨Thiết kế tinh gọn, dễ dàng hòa hợp với nhiều không gian từ phòng làm việc tới góc học tập tại nhà. 
🟤Bánh xe lướt êm, dễ di chuyển trên sàn nhà
👩‍💻Chiều cao điều chỉnh linh hoạt từ 39 - 49 cm giúp bạn tìm được tư thế ngồi thoải mái cho cả những giờ học tập và làm việc dài. 

Đặc biệt, bạn còn có thể mua thêm tay vịn rời để nâng cấp sự thoải mái!

Mua hàng tại MUJI Online để được miễn phí vận chuyển toàn quốc bạn nhé! 😊",1405434959.265878,0
hamifuzi,"2025-10-08 17:29 | Phân loại hàng: Đèn Lốc Xoáy, Đèn Gợn Sóng",5,1,"Sản phẩmtốt, có khá nhiều màu để lựa chọn, giá rẻ, hợp lí nhé",1405434959.265878,1
trangkiu957,2025-09-22 21:37 | Phân loại hàng: Đèn Lốc Xoáy,5,1,lúc đầu phải gỡ pin điều khiển ra lắp lại ms sài đc còn lại ok,1405434959.265878,0
2di2t0wzgm,2025-09-03 10:28 | Phân loại hàng: Đèn Gợn Sóng,5,1,quá nét quá đẹp đề nghị cho thêm nhiều màu hơn rất đẹpcamr ơn sp,1405434959.265878,0
vtdm2212,2026-01-05 16:18 | Phân loại hàng: Đèn Gợn Sóng,5,1,Nên mua nha có nhiều màu lắm mà gắn trực tiếp với ổ cắm nha,1405434959.265878,0
1hftubp16w,2026-03-07 15:18 | Phân loại hàng: Trăng Sao - 0 Remote,5,0,"Cần cộng tác viên bán nước hoa, hoa hồng cao, ib ngay 0912345678 *** HOT ***",1405434959.265878,0
quckhnhon805,2026-03-09 08:45 | Phân loại hàng: Trăng Sao - 0 Remote,5,1,"Rất chill,rẻ mng nên mua nhé",1405434959.265878,0
n*****2,2026-01-27 23:48 | Phân loại hàng: Trăng Sao - 0 Remote,4,1,"Neon, Tetra, cá cầu vồng, cá đĩa, thần tiên, ali, cá suối…
🧹 Cá dọn bể: Cory, Otto, L số, bống, chạch, tép, ốc.

💧 Cá khoẻ, thuần nước
🪴 Tư vấn theo từng bể, dễ nuôi – ổn định lâu dài

📍 68 Giáp Nhị, Hoàng Mai, Hà Nội
📩 Inbox để được tư vấnLIFE AQUA 🐠🌿

Bên mình cung cấp nhiều dòng cá thuỷ sinh – cá bơi đàn – cá dọn bể,
phù hợp từ người mới chơi đến bể setup lâu dài.",1405434959.265878,0
oppa111,2025-12-07 09:00 | Phân loại hàng: Đèn Gợn Sóng,5,0,Ok sài tốt bền hay k để thời gian biết nha shop giao hàng nhanh đúng sản phẩm nha,1405434959.265878,0
quantrngnguyn,2026-03-09 18:47 | Phân loại hàng: Đèn Cực Quang,5,0,"đèn đẹp, giao về khá nhanh, dễ xài nữa nchung oke lắm",1405434959.265878,0
minhnom07,2025-07-11 11:19 | Phân loại hàng: Đèn Gợn Sóng,5,1,"Cần cộng tác viên bán nước hoa, hoa hồng cao, ib ngay 0899999999 *** HOT ***",1405434959.265878,1
khanhlongnguyn286,2026-02-13 13:48 | Phân loại hàng: Đèn Cực Quang,5,0,"Bạn đã được chọn nhận quà, xác nhận thông tin tại https://example.com/freeship hoặc gọi 0933333333",1405434959.265878,0
thnhbihu706,2025-09-10 19:46 | Phân loại hàng: Đèn Gợn Sóng,5,0,Tốt,1405434959.265878,0
tngquc012,2025-09-21 14:43 | Phân loại hàng: Đèn Gợn Sóng,5,0,"Đẹp nên mua , cách sử dụng là cắm sạc vô xong đặt chỗ mình muốn thấy đèn r cầm mod phím rút tâm nilong ở dưới ra bấm là dùng đc , hơi rề rà ở chổ kh cắm thì kh có điện để lên",1405434959.265878,0
tinvthngn888,2026-03-16 13:00 | Phân loại hàng: Trăng Sao - 0 Remote,5,0,Đừng bỏ lỡ MUA 1 TẶNG 1 tai nghe miễn phí đổi trả !!! https://example.com/freeship MÃ DEAL24459,1405434959.265878,0
hongtnglkim,2025-09-07 14:57 | Phân loại hàng: Đèn Cực Quang,5,0,"ORDER NGAY ÁO THUN GIÁ SỈ, IB NHANH, DEAL HOT 17K !!!",1405434959.265878,0
t*****n,2025-09-01 00:17 | Phân loại hàng: Đèn Trăng Sao,5,1,"￼Đèn GALAXY Gợn Sóng Nước LED Q6 Cảm Biến Theo Nhạc, Đèn Cực Quang Decor Có Điều Khiển",1405434959.265878,0
nhathuocduocsi,2025-12-01 13:25 | Phân loại hàng: Đèn Gợn Sóng,4,0,Đừng bỏ lỡ FLASH SALE áo thun giao trong 2h NHANH TAY https://example.com/deal,1405434959.265878,0
t.hinv,2025-12-22 14:15 | Phân loại hàng: Đèn Cực Quang,5,1,"Ban da nap 10000 VND vao TKC. So du hien tai 10000 VND,duoc su dung den 19-03-2026.",1405434959.265878,0
ci6pi3dgct,2025-11-05 19:25 | Phân loại hàng: Đèn Lốc Xoáy,5,1,"Kho mới về áo thun siêu rẻ siêu đẹp, GIẢM GIÁ 70%, vào link nhận mã kẻo hết hàng sạc nhanh đèn led sạc nhanh",1405434959.265878,0
f7h8yz5u2w,2026-02-11 17:39 | Phân loại hàng: Đèn Gợn Sóng,5,1,"TẶNG VOUCHER 61K cho khách mới, vào www.example.com/voucher nhập mã SPAM9513",1405434959.265878,0
ungdhad,2026-02-25 16:48 | Phân loại hàng: Đèn Lốc Xoáy,5,1,Đừng bỏ lỡ ƯU ĐÃI ĐỘC QUYỀN tai nghe bảo hành 12 tháng NHANH TAY https://example.com/deal,1405434959.265878,0
holo230487,2026-01-20 11:01 | Phân loại hàng: Trăng Sao - 0 Remote,1,0,QC thì có mót nhận hàng ko thấy mót đâu thất vọng,1405434959.265878,0
mtnail924,2025-09-12 10:56 | Phân loại hàng: Pha Lê -Không Remote,1,0,"Bạn đã được chọn nhận quà, xác nhận thông tin tại www.example.com/voucher hoặc gọi 0933333333",1405434959.265878,0
bokhoa748,2025-12-24 11:40 | Phân loại hàng: Trăng Sao - 0 Remote,4,0,"hoàn tiền cực lớn tại nhà, không cần vốn, liên hệ 0876543210 để được hướng dẫn ngay!!! MÃ DEAL35751",1405434959.265878,0
lenguyenthienanh98,2025-12-11 16:35 | Phân loại hàng: Đèn Gợn Sóng,5,0,đẹp lắm,1405434959.265878,0
khedong991,2026-03-02 12:23 | Phân loại hàng: Đèn Cực Quang,5,0,tốt như mô tả,1405434959.265878,0
phamhuuan881,2025-12-29 13:17 | Phân loại hàng: Trăng Sao - 0 Remote,5,0,Ok,1405434959.265878,0
haivan702699,2025-12-03 13:05 | Phân loại hàng: Đèn Cực Quang,5,1,Con mình rất thích. Hình ảnh và video chỉ mang tính chất nhận xu. đèn màu sắc đẹp,1405434959.265878,0
banglang_123.,2025-12-03 18:28 | Phân loại hàng: Trăng Sao - 0 Remote,3,1,Đã nhận dc hàng r nạ. Dây ngắn hơi bất tiện ạ. Mà hình ảnh khi chiếu lên hơm dc như mong đợi shop ah. Hị hị,1405434959.265878,0
t3dlwgfgrg,2025-12-27 17:23 | Phân loại hàng: Đèn Gợn Sóng,5,1,"Shop tư vấn , hỗ trợ rất nhiều từ A>Z",1405434959.265878,0
thanhlamnguyn266,2025-09-23 19:23 | Phân loại hàng: Đèn Trăng Sao,5,1,Dùng để trang trí phòng rất đẹp,1405434959.265878,0
9hmpsuntnu,2026-03-25 17:47 | Phân loại hàng: Trăng Sao - 0 Remote,1,1,Hàng ko giống trong mô tả nhận về rất bé còn ko có điều khiển đèn thì hiệu ứng yếu không sáng như trong ảnh rất là kém xứng đáng 1 sao,1405434959.265878,0
k*****6,2026-03-21 23:47 | Phân loại hàng: Đèn Lốc Xoáy,5,1,"Hình ảnh chỉ mang tính chất nhận xu, sản phẩm chất lượng, giao hàng nhanh, cảm ơn shop",1405434959.265878,0
votrungdinh12,2025-12-18 17:41 | Phân loại hàng: Đèn Gợn Sóng,5,0,Cũng ok,1405434959.265878,0
t3pzpdf955,2025-08-31 15:46 | Phân loại hàng: Đèn Trăng Sao,1,0,thiếu điều khiển nữa,1405434959.265878,0
duytrnc504,2025-08-03 12:58 | Phân loại hàng: Đèn Trăng Sao,5,1,Đẹp,1405434959.265878,0
metraicobe,2025-11-23 06:56 | Phân loại hàng: Đèn Cực Quang,5,1,"Bạn đã được chọn nhận quà, xác nhận thông tin tại https://example.com/deal hoặc gọi 0933333333",1405434959.265878,0
quoclap1232004,2026-01-07 19:23 | Phân loại hàng: Đèn Cực Quang,5,0,"Kho mới về áo thun siêu rẻ siêu đẹp, ƯU ĐÃI ĐỘC QUYỀN, đặt hàng ngay kẻo hết hàng kem dưỡng tai nghe ốp lưng",1405434959.265878,0
phamhue2108,2026-02-08 23:01 | Phân loại hàng: Đèn Lốc Xoáy,5,0,"kem dưỡng chính hãng giá hủy diệt, số lượng có hạn, gọi 0899999999 hoặc ib shop",1405434959.265878,0
hanhlinh2911,2026-04-08 16:28 | Phân loại hàng: Đèn Cực Quang,5,0,"sạc nhanh chính hãng giá hủy diệt, số lượng có hạn, gọi 0899999999 hoặc ib shop",1405434959.265878,0
nguyenhuyen03,2026-02-23 16:50 | Phân loại hàng: Trăng Sao - 0 Remote,4,0,Đừng bỏ lỡ FREESHIP TOÀN QUỐC ốp lưng bảo hành 12 tháng DEAL HOT www.example.com/voucher,1405434959.265878,0
vinhnguyentuananh,2025-07-20 12:32 | Phân loại hàng: Đèn Gợn Sóng,5,0,"kiếm tiền online tại nhà, không cần vốn, liên hệ 0933333333 để được hướng dẫn ngay!!!",1405434959.265878,0
manhtruongistore,2026-02-07 04:48 | Phân loại hàng: Trăng Sao - 0 Remote,5,0,"Mã giảm giá 963K, XẢ KHO, nhận tại https://example.com/freeship",1405434959.265878,0
ibj22o7q09,2025-12-30 18:25 | Phân loại hàng: Đèn Gợn Sóng,4,0,"Bạn đã được chọn nhận quà, xác nhận thông tin tại https://example.com/deal hoặc gọi 0933333333",1405434959.265878,0
